canto,stanza_num,stanza_lines,stanza_chars,line,line_num,line_chars
Canto I,11,44,1569,- «Somos (um dos das Ilhas lhe tornou),1,38
Canto I,11,44,1569,"Estrangeiros na terra, Lei e nação;",2,35
Canto I,11,44,1569,Que os próprios são aqueles que criou,3,37
Canto I,11,44,1569,"A Natura, sem Lei e sem Razão.",4,30
Canto I,11,44,1569,Nós temos a Lei certa que ensinou,5,33
Canto I,11,44,1569,"O claro descendente de Abraão,",6,30
Canto I,11,44,1569,Que agora tem do mundo o senhorio;,7,34
Canto I,11,44,1569,"A mãe Hebreia teve e o pai, Gentio.",8,35
Canto I,11,44,1569,"«Esta Ilha pequena, que habitamos,",9,34
Canto I,11,44,1569,É em toda esta terra certa escala,10,33
Canto I,11,44,1569,"De todos os que as ondas navegamos,",11,35
Canto I,11,44,1569,"De Quíloa, de Mombaça e de Sofala;",12,34
Canto I,11,44,1569,"E, por ser necessária, procuramos,",13,34
Canto I,11,44,1569,"Como próprios da terra, de habitá-la;",14,37
Canto I,11,44,1569,"E por que tudo enfim vos notifique,",15,35
Canto I,11,44,1569,Chama-se a pequena Ilha - Moçambique.,16,37
Canto I,11,44,1569,"«E já que de tão longe navegais,",17,32
Canto I,11,44,1569,"Buscando o Indo Idaspe e terra ardente,",18,39
Canto I,11,44,1569,"Piloto aqui tereis, por quem sejais",19,35
Canto I,11,44,1569,Guiados pelas ondas sàbiamente.,20,31
Canto I,11,44,1569,Também será bem feito que tenhais,21,33
Canto I,11,44,1569,"Da terra algum refresco, e que o Regente",22,40
Canto I,11,44,1569,"Que esta terra governa, que vos veja",23,36
Canto I,11,44,1569,E do mais necessário vos proveja.»,24,34
Canto I,11,44,1569,"Isto dizendo, o Mouro se tornou",25,31
Canto I,11,44,1569,A seus batéis com toda a companhia;,26,35
Canto I,11,44,1569,Do Capitão e gente se apartou,27,29
Canto I,11,44,1569,Com mostras de devida cortesia.,28,31
Canto I,11,44,1569,Nisto Febo nas águas encerrou,29,29
Canto I,11,44,1569,"Co carro de cristal, o claro dia,",30,33
Canto I,11,44,1569,Dando cargo à Irmã que alumiasse,31,32
Canto I,11,44,1569,"O largo mundo, enquanto repousasse.",32,35
Canto I,11,44,1569,A noite se passou na lassa frota,33,32
Canto I,11,44,1569,"Com estranha alegria e não cuidada,",34,35
Canto I,11,44,1569,Por acharem da terra tão remota,35,31
Canto I,11,44,1569,Nova de tanto tempo desejada.,36,29
Canto I,11,44,1569,Qualquer então consigo cuida e nota,37,35
Canto I,11,44,1569,"Na gente e na maneira desusada,",38,31
Canto I,11,44,1569,"E como os que na errada Seita creram,",39,37
Canto I,11,44,1569,Tanto por todo o mundo se estenderam.,40,37
Canto I,11,44,1569,Da Lüa os claros raios rutilavam,41,32
Canto I,11,44,1569,Polas argênteas ondas Neptuninas;,42,33
Canto I,11,44,1569,"As Estrelas os Céus acompanhavam,",43,33
Canto I,11,44,1569,Qual campo revestido de boninas;,44,32
Canto I,12,44,1529,Os furiosos ventos repousavam,1,29
Canto I,12,44,1529,Polas covas escuras peregrinas;,2,31
Canto I,12,44,1529,"Porém da armada a gente vigiava,",3,32
Canto I,12,44,1529,Como por longo tempo costumava.,4,31
Canto I,12,44,1529,"Mas, assi como a Aurora marchetada",5,34
Canto I,12,44,1529,Os fermosos cabelos espalhou,6,28
Canto I,12,44,1529,"No Céu sereno, abrindo a roxa entrada",7,37
Canto I,12,44,1529,"Ao claro Hiperiónio, que acordou,",8,33
Canto I,12,44,1529,Começa a embandeirar-se toda a armada,9,37
Canto I,12,44,1529,"E de toldos alegres se adornou,",10,31
Canto I,12,44,1529,Por receber com festas e alegria,11,32
Canto I,12,44,1529,"O Regedor das Ilhas, que partia.",12,32
Canto I,12,44,1529,"Partia, alegremente navegando,",13,30
Canto I,12,44,1529,"A ver as naus ligeiras Lusitanas,",14,33
Canto I,12,44,1529,"Com refresco da terra, em si cuidando",15,37
Canto I,12,44,1529,Que são aquelas gentes inumanas,16,31
Canto I,12,44,1529,"Que, os apousentos Cáspios habitando,",17,37
Canto I,12,44,1529,A conquistar as terras Asianas,18,30
Canto I,12,44,1529,"Vieram e, por ordem do Destino,",19,31
Canto I,12,44,1529,O Império tomaram a Costantino.,20,31
Canto I,12,44,1529,Recebe o Capitão alegremente,21,28
Canto I,12,44,1529,O Mouro e toda sua companhia;,22,29
Canto I,12,44,1529,"Dá-lhe de ricas peças um presente,",23,34
Canto I,12,44,1529,Que só pera este efeito já trazia;,24,34
Canto I,12,44,1529,"Dá-lhe conserva doce e dá-lhe o ardente,",25,40
Canto I,12,44,1529,"Não usado licor, que dá alegria.",26,32
Canto I,12,44,1529,"Tudo o Mouro contente bem recebe,",27,33
Canto I,12,44,1529,E muito mais contente come e bebe,28,33
Canto I,12,44,1529,Está a gente marítima de Luso,29,29
Canto I,12,44,1529,"Subida pela enxárcia, de admirada,",30,34
Canto I,12,44,1529,Notando o estrangeiro modo e uso,31,32
Canto I,12,44,1529,E a linguagem tão bárbara e enleada.,32,36
Canto I,12,44,1529,"Também o Mouro astuto está confuso,",33,35
Canto I,12,44,1529,"Olhando a cor, o trajo e a forte armada;",34,40
Canto I,12,44,1529,"E, perguntando tudo, lhe dizia",35,30
Canto I,12,44,1529,Se porventura vinham de Turquia.,36,32
Canto I,12,44,1529,E mais lhe diz também que ver deseja,37,36
Canto I,12,44,1529,"Os livros de sua Lei, preceito ou fé,",38,37
Canto I,12,44,1529,"Pera ver se conforme à sua seja,",39,32
Canto I,12,44,1529,"Ou se são dos de Cristo, como crê;",40,34
Canto I,12,44,1529,"E por que tudo note e tudo veja,",41,32
Canto I,12,44,1529,Ao Capitão pedia que lhe dê,42,27
Canto I,12,44,1529,Mostra das fortes armas de que usavam,43,37
Canto I,12,44,1529,Quando cos inimigos pelejavam.,44,30
Canto I,13,45,1626,"Responde o valeroso Capitão,",1,28
Canto I,13,45,1626,Por um que a língua escura bem sabia:,2,37
Canto I,13,45,1626,"-«Dar-te-ei, Senhor ilustre, relação",3,36
Canto I,13,45,1626,"De mi, da Lei, das armas que trazia.",4,36
Canto I,13,45,1626,"Nem sou da terra, nem da geração",5,32
Canto I,13,45,1626,"Das gentes enojosas de Turquia,",6,31
Canto I,13,45,1626,Mas sou da forte Europa belicosa;,7,33
Canto I,13,45,1626,Busco as terras da Índia tão famosa.,8,36
Canto I,13,45,1626,«A Lei tenho d'Aquele a cujo império,9,36
Canto I,13,45,1626,"Obedece o visíbil e invisíbil,",10,30
Canto I,13,45,1626,"Aquele que criou todo o Hemisfério,",11,35
Canto I,13,45,1626,Tudo o que sente e todo o insensíbil;,12,37
Canto I,13,45,1626,"Que padeceu desonra e vitupério,",13,32
Canto I,13,45,1626,"Sofrendo morte injusta e insofríbil,",14,36
Canto I,13,45,1626,"E que do Céu à Terra enfim deceu,",15,33
Canto I,13,45,1626,Por subir os mortais da Terra ao Céu.,16,37
Canto I,13,45,1626,"«Deste Deus-Homem, alto e infinito,",17,35
Canto I,13,45,1626,"Os livros que tu pedes não trazia,",18,34
Canto I,13,45,1626,Que bem posso escusar trazer escrito,19,36
Canto I,13,45,1626,Em papel o que na alma andar devia.,20,35
Canto I,13,45,1626,"Se as armas queres ver, como tens dito,",21,39
Canto I,13,45,1626,Cumprido esse desejo te seria;,22,30
Canto I,13,45,1626,"Como amigo as verás, porque eu me obrigo",23,40
Canto I,13,45,1626,Que nunca as queiras ver como inimigos».,24,40
Canto I,13,45,1626,"Isto dizendo, manda os diligentes",25,33
Canto I,13,45,1626,Ministros amostrar as armaduras:,26,32
Canto I,13,45,1626,"Vêm arneses e peitos reluzentes,",27,32
Canto I,13,45,1626,"Malhas finas e lâminas seguras,",28,31
Canto I,13,45,1626,"Escudos de pinturas diferentes,",29,31
Canto I,13,45,1626,"Pelouros, espingardas de aço puras,",30,35
Canto I,13,45,1626,"Arcos e sagitíferas aljavas,",31,28
Canto I,13,45,1626,"Partazanas agudas, chuças bravas.",32,33
Canto I,13,45,1626,"As bombas vêm de fogo, e juntamente",33,35
Canto I,13,45,1626,"As panelas sulfúreas, tão danosas;",34,34
Canto I,13,45,1626,Porém aos de Vulcano não consente,35,33
Canto I,13,45,1626,Que dêm fogo às bombardas temerosas;,36,36
Canto I,13,45,1626,"Porque o generoso ânimo e valente,",37,34
Canto I,13,45,1626,"Entre gentes tão poucas e medrosas,",38,35
Canto I,13,45,1626,"Não mostra quanto pode; e com razão,",39,36
Canto I,13,45,1626,Que é fraqueza entre ovelhas ser lião.,40,38
Canto I,13,45,1626,"Porém disto que o Mouro aqui notou,",41,35
Canto I,13,45,1626,"E de tudo o que viu com olho atento,",42,36
Canto I,13,45,1626,"Um ódio certo na alma lhe ficou,",43,32
Canto I,13,45,1626,üa vontade má de pensamento;,44,28
Canto I,13,45,1626,"Nas mostras e no gesto o não mostrou,",45,37
Canto I,14,44,1546,"Mas, com risonho e ledo fingimento,",1,35
Canto I,14,44,1546,"Tratá-los brandamente determina,",2,32
Canto I,14,44,1546,Até que mostrar possa o que imagina.,3,36
Canto I,14,44,1546,"Pilotos lhe pedia o Capitão,",4,28
Canto I,14,44,1546,Por quem pudesse à Índia ser levado;,5,36
Canto I,14,44,1546,Diz-lhe que o largo prémio levarão,6,34
Canto I,14,44,1546,Do trabalho que nisso for tomado.,7,33
Canto I,14,44,1546,"Promete-lhos o Mouro, com tenção",8,32
Canto I,14,44,1546,De peito venenoso e tão danado,9,30
Canto I,14,44,1546,"Que a morte, se pudesse, neste dia,",10,35
Canto I,14,44,1546,Em lugar de pilotos lhe daria.,11,30
Canto I,14,44,1546,Tamanho o ódio foi e a má vontade,12,33
Canto I,14,44,1546,"Que aos estrangeiros súpito tomou,",13,34
Canto I,14,44,1546,Sabendo ser sequaces da Verdade,14,31
Canto I,14,44,1546,Que o filho de David nos ensinou!,15,33
Canto I,14,44,1546,Ó segredos daquela Eternidade,16,29
Canto I,14,44,1546,A quem juízo algum não alcançou:,17,32
Canto I,14,44,1546,Que nunca falte um pérfido inimigo,18,34
Canto I,14,44,1546,Àqueles de quem foste tanto amigo!,19,34
Canto I,14,44,1546,"Partiu-se nisto, enfim, co a companhia,",20,39
Canto I,14,44,1546,"Das naus o falso Mouro despedido,",21,33
Canto I,14,44,1546,"Com enganosa e grande cortesia,",22,31
Canto I,14,44,1546,Com gesto ledo a todos e fingido.,23,33
Canto I,14,44,1546,Cortaram os batéis a curta via,24,30
Canto I,14,44,1546,"Das águas de Neptuno; e, recebido",25,33
Canto I,14,44,1546,"Na terra do obseqüente ajuntamento,",26,35
Canto I,14,44,1546,Se foi o Mouro ao cógnito apousento.,27,36
Canto I,14,44,1546,"Do claro Assento etéreo, o grão Tebano,",28,39
Canto I,14,44,1546,"Que da paternal coxa foi nascido,",29,33
Canto I,14,44,1546,Olhando o ajuntamento Lusitano,30,30
Canto I,14,44,1546,"Ao Mouro ser molesto e avorrecido,",31,34
Canto I,14,44,1546,"No pensamento cuida um falso engano,",32,36
Canto I,14,44,1546,Com que seja de todo destruído;,33,31
Canto I,14,44,1546,"E, enquanto isto só na alma imaginava,",34,38
Canto I,14,44,1546,Consigo estas palavras praticava:,35,33
Canto I,14,44,1546,-«Está do Fado já determinado,36,29
Canto I,14,44,1546,"Que tamanhas vitórias, tão famosas,",37,35
Canto I,14,44,1546,Hajam os Portugueses alcançado,38,30
Canto I,14,44,1546,Das Indianas gentes belicosas;,39,30
Canto I,14,44,1546,"E eu só, filho do Padre sublimado,",40,34
Canto I,14,44,1546,"Com tantas qualidades generosas,",41,32
Canto I,14,44,1546,Hei-de sofrer que o Fado favoreça,42,33
Canto I,14,44,1546,"Outrem, por quem meu nome se escureça?",43,38
Canto I,14,44,1546,«Já quiseram os Deuses que tivesse,44,34
Canto I,15,45,1631,O filho de Filipo nesta parte,1,29
Canto I,15,45,1631,Tanto poder que tudo sometesse,2,30
Canto I,15,45,1631,Debaixo do seu jugo o fero Marte;,3,33
Canto I,15,45,1631,Mas há-se de sofrer que o Fado desse,4,36
Canto I,15,45,1631,"A tão poucos tamanho esforço e arte,",5,36
Canto I,15,45,1631,"Qu'eu, co grão Macedónio e Romano,",6,34
Canto I,15,45,1631,Dêmos lugar ao nome Lusitano?,7,29
Canto I,15,45,1631,"«Não será assi, porque, antes que chegado",8,41
Canto I,15,45,1631,"Seja este Capitão, astutamente",9,30
Canto I,15,45,1631,Lhe será tanto engano fabricado,10,31
Canto I,15,45,1631,Que nunca veja as partes do Oriente.,11,36
Canto I,15,45,1631,Eu decerei à Terra e o indignado,12,32
Canto I,15,45,1631,Peito revolverei da Maura gente;,13,32
Canto I,15,45,1631,Porque sempre por via irá direita,14,33
Canto I,15,45,1631,Quem do oportuno tempo se aproveita.»,15,37
Canto I,15,45,1631,"Isto dizendo, irado e quási insano,",16,35
Canto I,15,45,1631,"Sobre a terra Africana descendeu,",17,33
Canto I,15,45,1631,"Onde, vestindo a forma e gesto humano,",18,38
Canto I,15,45,1631,Pera o Prasso sabido se moveu.,19,30
Canto I,15,45,1631,"E, por milhor tecer o astuto engano,",20,36
Canto I,15,45,1631,No gesto natural se converteu,21,29
Canto I,15,45,1631,"Dum Mouro, em Moçambique conhecido,",22,35
Canto I,15,45,1631,"Velho, sábio, e co Xeque mui valido.",23,36
Canto I,15,45,1631,"E, entrando assi a falar-lhe, a tempo e horas,",24,46
Canto I,15,45,1631,"A sua falsidade acomodadas,",25,27
Canto I,15,45,1631,Lhe diz como eram gentes roubadoras,26,35
Canto I,15,45,1631,Estas que ora de novo são chegadas;,27,35
Canto I,15,45,1631,"Que das nações na costa moradoras,",28,34
Canto I,15,45,1631,Correndo a fama veio que roubadas,29,33
Canto I,15,45,1631,"Foram por estes homens que passavam,",30,36
Canto I,15,45,1631,Que com pactos de paz sempre ancoravam.,31,39
Canto I,15,45,1631,"- «E sabe mais (lhe diz), como entendido",32,40
Canto I,15,45,1631,"Tenho destes Cristãos sanguinolentos,",33,37
Canto I,15,45,1631,Que quási todo o mar têm destruído,34,34
Canto I,15,45,1631,"Com roubos, com incêndios violentos;",35,36
Canto I,15,45,1631,E trazem já de longe engano urdido,36,34
Canto I,15,45,1631,Contra nós; e que todos seus intentos,37,37
Canto I,15,45,1631,"São pera nos matarem e roubarem,",38,32
Canto I,15,45,1631,E mulheres e filhos cativarem.,39,30
Canto I,15,45,1631,«E também sei que tem determinado,40,33
Canto I,15,45,1631,"De vir por água a terra, muito cedo,",41,36
Canto I,15,45,1631,"O Capitão, dos seus acompanhado,",42,32
Canto I,15,45,1631,Que da tenção danada nasce o medo,43,33
Canto I,15,45,1631,Tu deves de ir também cos teus armado,44,37
Canto I,15,45,1631,"Esperá-lo em cilada, oculto e quedo;",45,36
Canto I,16,44,1578,"Porque, saindo a gente descuidada,",1,34
Canto I,16,44,1578,Caïrão fàcilmente na cilada.,2,28
Canto I,16,44,1578,«E se inda não ficarem deste jeito,3,34
Canto I,16,44,1578,"Destruídos ou mortos totalmente,",4,32
Canto I,16,44,1578,Eu tenho imaginada no conceito,5,30
Canto I,16,44,1578,Outra manha e ardil que te contente:,6,36
Canto I,16,44,1578,Manda-lhe dar piloto que de jeito,7,33
Canto I,16,44,1578,"Seja astuto no engano, e tão prudente",8,37
Canto I,16,44,1578,"Que os leve aonde sejam destruídos,",9,35
Canto I,16,44,1578,"Desbaratados, mortos ou perdidos.»",10,34
Canto I,16,44,1578,Tanto que estas palavras acabou,11,31
Canto I,16,44,1578,"O Mouro, nos tais casos sábio e velho,",12,38
Canto I,16,44,1578,"Os braços pelo colo lhe lançou,",13,31
Canto I,16,44,1578,Agradecendo muito o tal conselho;,14,33
Canto I,16,44,1578,E logo nesse instante concertou,15,31
Canto I,16,44,1578,"Pera a guerra o belígero aparelho,",16,34
Canto I,16,44,1578,Pera que ao Português se lhe tornasse,17,37
Canto I,16,44,1578,Em roxo sangue a água que buscasse.,18,35
Canto I,16,44,1578,"E busca mais, pera o cuidado engano,",19,36
Canto I,16,44,1578,"Mouro que por piloto à nau lhe mande,",20,37
Canto I,16,44,1578,"Sagaz, astuto e sábio em todo o dano,",21,37
Canto I,16,44,1578,De quem fiar se possa um feito grande.,22,38
Canto I,16,44,1578,"Diz-lhe que, acompanhando o Lusitano,",23,37
Canto I,16,44,1578,"Por tais costas e mares co ele ande,",24,36
Canto I,16,44,1578,"Que, se daqui escapar, que lá diante",25,36
Canto I,16,44,1578,Vá cair onde nunca se alevante.,26,31
Canto I,16,44,1578,Já o raio Apolíneo visitava,27,27
Canto I,16,44,1578,"Os Montes Nabateios acendido,",28,29
Canto I,16,44,1578,Quando Gama cos seus determinava,29,32
Canto I,16,44,1578,De vir por água a terra apercebido.,30,35
Canto I,16,44,1578,A gente nos batéis se concertava,31,32
Canto I,16,44,1578,Como se fosse o engano já sabido;,32,33
Canto I,16,44,1578,"Mas pôde suspeitar-se facilmente,",33,33
Canto I,16,44,1578,Que o coração pres[s]ago nunca mente.,34,37
Canto I,16,44,1578,"E mais também mandado tinha a terra,",35,36
Canto I,16,44,1578,"De antes, pelo piloto necessário,",36,33
Canto I,16,44,1578,"E foi-lhe respondido em som de guerra,",37,38
Canto I,16,44,1578,Caso do que cuidava mui contrário.,38,34
Canto I,16,44,1578,"Por isto, e porque sabe quanto erra",39,35
Canto I,16,44,1578,"Quem se crê de seu pérfido adversário,",40,38
Canto I,16,44,1578,Apercebido vai como podia,41,25
Canto I,16,44,1578,Em três batéis somente que trazia.,42,34
Canto I,16,44,1578,"Mas os Mouros, que andavam pela praia",43,37
Canto I,16,44,1578,"Por lhe defender a água desejada,",44,33
Canto I,17,45,1648,"Um de escudo embraçado e de azagaia,",1,36
Canto I,17,45,1648,"Outro de arco encurvado e seta ervada,",2,38
Canto I,17,45,1648,"Esperam que a guerreira gente saia,",3,35
Canto I,17,45,1648,Outros muitos já postos em cilada;,4,34
Canto I,17,45,1648,"E, por que o caso leve se lhe faça,",5,35
Canto I,17,45,1648,Põem uns poucos diante por negaça.,6,34
Canto I,17,45,1648,"Andam pela ribeira alva, arenosa,",7,33
Canto I,17,45,1648,Os belicosos Mouros acenando,8,28
Canto I,17,45,1648,"Com a adarga e co a hástea perigosa,",9,36
Canto I,17,45,1648,Os fortes Portugueses incitando,10,31
Canto I,17,45,1648,Não sofre muito a gente generosa,11,32
Canto I,17,45,1648,Andar-lhe os Cães os dentes amostrando;,12,39
Canto I,17,45,1648,"Qualquer em terra salta, tão ligeiro,",13,37
Canto I,17,45,1648,Que nenhum dizer pode que é primeiro:,14,37
Canto I,17,45,1648,"Qual no corro sanguino o ledo amante,",15,37
Canto I,17,45,1648,"Vendo a fermosa dama desejada,",16,30
Canto I,17,45,1648,"O touro busca e, pondo-se diante,",17,33
Canto I,17,45,1648,"Salta, corre, sibila, acena e brada,",18,36
Canto I,17,45,1648,"Mas o animal atroce, nesse instante,",19,36
Canto I,17,45,1648,"Com a fronte cornígera inclinada,",20,33
Canto I,17,45,1648,"Bramando, duro corre e os olhos cerra,",21,38
Canto I,17,45,1648,"Derriba, fere e mata e põe por terra.",22,37
Canto I,17,45,1648,Eis nos batéis o fogo se levanta,23,32
Canto I,17,45,1648,Na furiosa e dura artelharia;,24,29
Canto I,17,45,1648,"A plúmbea péla mata, o brado espanta;",25,37
Canto I,17,45,1648,"Ferido, o ar retumba e assovia.",26,31
Canto I,17,45,1648,"O coração dos Mouros se quebranta,",27,34
Canto I,17,45,1648,O temor grande o sangue lhe resfria.,28,36
Canto I,17,45,1648,"Já foge o escondido, de medroso,",29,32
Canto I,17,45,1648,E morre o descoberto aventuroso.,30,32
Canto I,17,45,1648,"Não se contenta a gente Portuguesa,",31,35
Canto I,17,45,1648,"Mas, seguindo a vitória, estrui e mata;",32,39
Canto I,17,45,1648,A povoação sem muro e sem defesa,33,32
Canto I,17,45,1648,"Esbombardeia, acende e desbarata.",34,33
Canto I,17,45,1648,"Da cavalgada ao Mouro já lhe pesa,",35,34
Canto I,17,45,1648,Que bem cuidou comprá-la mais barata;,36,37
Canto I,17,45,1648,"Já blasfema da guerra, e maldizia,",37,34
Canto I,17,45,1648,O velho inerte e a mãe que o filho cria.,38,40
Canto I,17,45,1648,"Fugindo, a seta o Mouro vai tirando",39,35
Canto I,17,45,1648,"Sem força, de covarde e de apressado,",40,37
Canto I,17,45,1648,"Apedra, o pau e o canto arremessando;",41,37
Canto I,17,45,1648,Dá-lhe armas o furor desatinado.,42,32
Canto I,17,45,1648,"Já a Ilha, e todo o mais, desemparando,",43,39
Canto I,17,45,1648,À terra firme foge amedrontado;,44,31
Canto I,17,45,1648,Passa e corta do mar o estreito braço,45,37
Canto I,18,42,1491,Que a Ilha em torno cerca em pouco espaço.,1,42
Canto I,18,42,1491,"Uns vão nas almadias carregadas,",2,32
Canto I,18,42,1491,"Um corta o mar a nado, diligente;",3,33
Canto I,18,42,1491,"Quem se afoga nas ondas encurvadas,",4,35
Canto I,18,42,1491,Quem bebe o mar e o deita juntamente.,5,37
Canto I,18,42,1491,Arrombam as miúdas bombardadas,6,30
